Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Threat,Label
53,17,331,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,290030.22,6042.296,331.0,0.0,331,331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3021.148,3021.148,40,56,45.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,2293018,9,7,1148,1581,677,0,127.55556,218.69106,1173,0,225.85715,430.0986,1190.1345,6.9777036,152867.86,247153.53,937596,94,2293018,286627.25,418382.2,1275180,209,2020977,336829.5,321240.22,937596,109905,0,0,0,0,192,152,3.9249582,3.0527453,0,1173,160.52942,312.0441,97371.516,0,0,0,1,0,0,0,0,0,170.5625,127.55556,225.85715,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,935,1,1,47,132,47,47,47.0,0.0,132,132,132.0,0.0,191443.84,2139.0374,935.0,0.0,935,935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1069.5187,1069.5187,47,132,75.333336,49.07477,2408.3333,0,0,0,0,0,0,0,0,1,113.0,47.0,132.0,0,0,0,0,0,0,1,47,1,132,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,895,1,1,31,127,31,31,31.0,0.0,127,127,127.0,0.0,176536.31,2234.637,895.0,0.0,895,895,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1117.3185,1117.3185,31,127,63.0,55.425625,3072.0,0,0,0,0,0,0,0,0,1,94.5,31.0,127.0,0,0,0,0,0,0,1,31,1,127,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
80,6,53776137,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.037191216,53800000.0,0.0,53800000,53800000,53800000,53800000.0,0.0,53800000,53800000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.037191216,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,13871,1,1,35,101,35,35,35.0,0.0,101,101,101.0,0.0,9804.628,144.18571,13871.0,0.0,13871,13871,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,72.09286,72.09286,35,101,57.0,38.105118,1452.0,0,0,0,0,0,0,0,0,1,85.5,35.0,101.0,0,0,0,0,0,0,1,35,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,6988120,12,9,1437,1731,725,0,119.75,202.26181,1179,0,192.33333,386.07446,453.34082,3.0051,349406.0,633789.9,2435284,59,6988120,635283.6,791686.75,2435284,54968,6985589,873198.6,920623.5,2558451,78118,0,0,0,0,252,192,1.7172,1.2879001,0,1179,144.0,283.78848,80535.91,0,0,1,1,0,0,0,1,0,150.85715,119.75,192.33333,0,0,0,0,0,0,12,1437,9,1731,8192,62563,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
443,6,68626,10,9,557,5273,206,0,55.7,85.55966,1460,0,585.8889,678.99786,84953.23,276.863,3812.5557,6621.5767,16615,1,68626,7625.1113,8918.76,20570,16,51940,6492.5,11268.695,30336,1,0,0,0,0,212,192,145.71736,131.14563,0,1460,291.5,521.8974,272376.9,0,0,0,1,0,0,0,0,0,306.8421,55.7,585.8889,0,0,0,0,0,0,10,557,9,5273,8192,123,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
80,6,782,3,4,161,488,161,0,53.666668,92.95339,488,0,122.0,244.0,829923.25,8951.406,130.33333,87.37658,223,0,414,207.0,97.580734,276,138,559,186.33333,178.15817,355,0,0,0,0,0,72,92,3836.3171,5115.0894,0,488,81.125,173.78758,30202.125,0,0,0,1,0,0,0,0,1,92.71429,53.666668,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,307,1,1,32,64,32,32,32.0,0.0,64,64,64.0,0.0,312703.6,6514.658,307.0,0.0,307,307,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3257.329,3257.329,32,64,42.666668,18.475208,341.33334,0,0,0,0,0,0,0,0,1,64.0,32.0,64.0,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,153125,2,2,60,248,30,30,30.0,0.0,124,124,124.0,0.0,2011.4286,26.12245,51041.668,48580.72,96717,1,96717,96717.0,0.0,96717,96717,1,1.0,0.0,1,1,0,0,0,0,16,16,13.061225,13.061225,30,124,67.6,51.48592,2650.8,0,0,0,0,0,0,0,0,1,84.5,30.0,124.0,0,0,0,0,0,0,2,60,2,248,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,13784,1,1,52,157,52,52,52.0,0.0,157,157,157.0,0.0,15162.507,145.09576,13784.0,0.0,13784,13784,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,72.54788,72.54788,52,157,87.0,60.621777,3675.0,0,0,0,0,0,0,0,0,1,130.5,52.0,157.0,0,0,0,0,0,0,1,52,1,157,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,13792,1,1,38,95,38,38,38.0,0.0,95,95,95.0,0.0,9643.271,145.0116,13792.0,0.0,13792,13792,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,72.5058,72.5058,38,95,57.0,32.908966,1083.0,0,0,0,0,0,0,0,0,1,85.5,38.0,95.0,0,0,0,0,0,0,1,38,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,4046702,13,9,1459,1731,741,0,112.23077,200.66646,1179,0,192.33333,386.07446,788.29626,5.436526,192700.1,306096.12,950006,121,4046702,337225.16,393611.97,1156024,16593,4000304,500038.0,473603.44,1167969,61003,0,0,0,0,272,192,3.2124925,2.2240334,0,1179,138.69565,280.41098,78630.31,0,0,1,1,0,0,0,1,0,145.0,112.23077,192.33333,0,0,0,0,0,0,13,1459,9,1731,8192,62541,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,1970790,8,7,1128,1581,661,0,141.0,222.62332,1173,0,225.85715,430.0986,1374.5757,7.611161,140770.72,245939.03,953121,80,1970790,281541.44,391455.12,1158598,280,1823324,303887.34,318696.84,953121,159133,0,0,0,0,172,152,4.0592856,3.551875,0,1173,169.3125,317.73126,100953.164,0,0,0,1,0,0,0,0,0,180.6,141.0,225.85715,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,2643377,8,7,1144,1581,677,0,143.0,227.96992,1173,0,225.85715,430.0986,1030.8783,5.6745596,188812.64,256663.33,953164,3,2643377,377625.28,422435.5,1308228,3,2343870,390645.0,276786.06,953164,248684,0,0,0,0,172,152,3.0264318,2.6481278,0,1173,170.3125,319.4027,102018.09,0,0,1,1,0,0,0,1,0,181.66667,143.0,225.85715,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,4350040,12,9,1431,1727,725,0,119.25,202.27754,1175,0,191.88889,384.79684,725.97034,4.827542,217502.0,336833.06,1259622,4,4350040,395458.2,419591.84,1259622,4,4118192,514774.0,543721.56,1559602,108117,0,0,0,0,252,192,2.7585952,2.0689466,0,1175,143.54546,283.12454,80159.5,0,0,1,1,0,0,0,1,0,150.38095,119.25,191.88889,0,0,0,0,0,0,12,1431,9,1727,8192,62569,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,579,1,1,42,155,42,42,42.0,0.0,155,155,155.0,0.0,340241.78,3454.2314,579.0,0.0,579,579,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1727.1157,1727.1157,42,155,79.666664,65.24058,4256.3335,0,0,0,0,0,0,0,0,1,119.5,42.0,155.0,0,0,0,0,0,0,1,42,1,155,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
123,17,35212,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2726.3433,56.798817,35212.0,0.0,35212,35212,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,28.399408,28.399408,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
443,6,115325228,20,18,744,3892,380,0,37.2,95.14178,1460,0,216.22223,476.85028,40.199356,0.3295029,3116898.0,4609472.0,10000000,1,115000000,6069749.0,4882324.0,10000000,20,110000000,6492775.5,4926787.0,10000000,1,0,0,0,0,412,504,0.17342259,0.15608034,0,1460,118.871796,338.56027,114623.06,0,0,0,1,0,0,0,0,0,122.0,37.2,216.22223,0,0,0,0,0,0,20,744,18,3892,8192,980,15,20,34082.816,38516.324,150052,20965,10000000.0,637.12604,10000000,9999371,Benign,Benign
80,6,46991,3,4,438,859,438,0,146.0,252.87943,859,0,214.75,429.5,27601.03,148.96469,7831.8335,11827.27,23124,35,23392,11696.0,16143.248,23111,281,23915,7971.6665,13396.586,23440,109,0,0,0,0,72,92,63.84201,85.12268,0,859,162.125,320.59073,102778.414,0,0,0,1,0,0,0,0,1,185.28572,146.0,214.75,0,0,0,0,0,0,3,438,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
59955,6,86252053,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.023187853,86300000.0,0.0,86300000,86300000,86300000,86300000.0,0.0,86300000,86300000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.023187853,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62564,-1,0,20,0.0,0.0,0,0,86300000.0,0.0,86300000,86300000,Benign,Benign
3389,17,119104989,16,18,678,5021,128,12,42.375,37.915478,1218,12,278.94446,465.47086,47.84854,0.28546244,3609242.0,6117979.0,15000000,0,119000000,7936033.5,7104250.5,15000000,0,119000000,6998874.5,7127847.5,15100000,11,0,0,0,0,128,144,0.13433526,0.15112717,12,1218,166.48572,350.64725,122953.49,0,0,0,0,0,0,0,0,1,171.38235,42.375,278.94446,0,0,0,0,0,0,16,678,18,5021,-1,-1,15,8,311315.62,560625.4,1690225,7024,14000000.0,2119145.8,15000000,8912262,Benign,Benign
3389,6,4036732,14,8,1434,1731,725,0,102.42857,191.1406,1179,0,216.375,405.46478,784.05005,5.449953,192225.33,254640.5,953173,84,4036732,310517.84,331028.53,1199898,27627,3988154,569736.3,322686.38,953173,135133,0,0,0,0,292,172,3.468152,1.9818012,0,1179,137.60869,278.93137,77802.7,0,0,1,1,0,0,0,1,0,143.86363,102.42857,216.375,0,0,0,0,0,0,14,1434,8,1731,8192,62651,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
50802,6,147,3,1,31,0,31,0,10.333333,17.897858,0,0,0.0,0.0,210884.36,27210.885,49.0,45.90207,102,22,147,73.5,40.305088,102,45,0,0.0,0.0,0,0,0,0,0,0,60,20,20408.164,6802.721,0,31,6.2,13.863622,192.2,0,0,0,0,1,0,0,0,0,7.75,10.333333,0.0,0,0,0,0,0,0,3,31,1,0,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,37371,1,1,44,198,44,44,44.0,0.0,198,198,198.0,0.0,6475.6094,53.517433,37371.0,0.0,37371,37371,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,26.758717,26.758717,44,198,95.333336,88.91194,7905.3335,0,0,0,0,0,0,0,0,1,143.0,44.0,198.0,0,0,0,0,0,0,1,44,1,198,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
12843,6,50,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,50,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0,0,0,40,0,40000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,265,1,1,53,101,53,53,53.0,0.0,101,101,101.0,0.0,581132.06,7547.17,265.0,0.0,265,265,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3773.585,3773.585,53,101,69.0,27.712812,768.0,0,0,0,0,0,0,0,0,1,103.5,53.0,101.0,0,0,0,0,0,0,1,53,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,4441244,14,8,1437,1731,725,0,102.64286,191.0681,1179,0,216.375,405.46478,713.31366,4.953567,211487.81,318049.22,977642,3,4441244,341634.16,409383.84,1214371,3,4275975,610853.56,497992.88,1213094,107461,0,0,0,0,292,172,3.1522698,1.8012971,0,1179,137.73914,278.88483,77776.75,0,0,1,1,0,0,0,1,0,144.0,102.64286,216.375,0,0,0,0,0,0,14,1437,8,1731,8192,62648,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,12941,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,7263.7354,154.54756,12941.0,0.0,12941,12941,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,77.27378,77.27378,39,55,44.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,0,0,0,0,0,0,1,39,1,55,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
443,6,115380379,27,32,733,25338,357,0,27.148148,80.30265,1460,0,791.8125,709.24176,225.95697,0.5113521,1989316.9,3964772.8,10000000,1,115000000,4437707.0,4975021.5,10000000,19,110000000,3562507.8,4876817.0,10000000,1,0,0,0,0,552,784,0.2340086,0.2773435,0,1460,434.51666,644.6121,415524.75,0,0,0,1,0,0,0,0,1,441.88135,27.148148,791.8125,0,0,0,0,0,0,27,733,32,25338,8192,980,15,20,33735.637,29157.787,121543,23459,10000000.0,1662.0667,10000000,10000000,Benign,Benign
3389,6,2989889,9,10,1171,1637,661,0,130.11111,210.79163,1173,0,163.7,365.26126,939.1653,6.354751,166104.94,240048.34,937711,3,2989889,373736.12,513916.97,1574472,3,2839076,315452.88,269879.84,937711,66680,0,0,0,0,192,224,3.0101452,3.3446057,0,1173,140.4,288.581,83278.99,0,0,0,1,0,0,0,0,1,147.78947,130.11111,163.7,0,0,0,0,0,0,9,1171,10,1637,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,289,1,1,31,95,31,31,31.0,0.0,95,95,95.0,0.0,435986.16,6920.415,289.0,0.0,289,289,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3460.2075,3460.2075,31,95,52.333332,36.950417,1365.3334,0,0,0,0,0,0,0,0,1,78.5,31.0,95.0,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
80,6,1101,3,4,148,243,148,0,49.333332,85.44784,243,0,60.75,121.5,355131.7,6357.8564,183.5,119.58386,351,38,579,289.5,178.89801,416,163,750,250.0,205.35823,448,38,0,0,0,0,72,92,2724.7957,3633.0608,0,243,48.875,93.993065,8834.696,0,0,0,1,0,0,0,0,1,55.857143,49.333332,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
3389,6,1946813,9,7,1138,1581,677,0,126.44444,218.25049,1173,0,225.85715,430.0986,1396.6416,8.21856,129787.53,255999.12,953144,4,1946813,243351.62,350627.06,1037112,4,1925455,320909.16,391596.47,953144,23721,0,0,0,0,192,152,4.62294,3.5956202,0,1173,159.94118,311.95642,97316.81,0,0,0,1,0,0,0,0,0,169.9375,126.44444,225.85715,0,0,0,0,0,0,9,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
445,6,139607,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28.65186,46535.668,74020.62,131896,79,139607,69803.5,87923.78,131975,7632,0,0.0,0.0,0,0,0,0,0,0,72,32,21.488894,7.162965,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,1320,1,1,33,252,33,33,33.0,0.0,252,252,252.0,0.0,215909.1,1515.1515,1320.0,0.0,1320,1320,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,757.57574,757.57574,33,252,106.0,126.43971,15987.0,0,0,0,0,0,0,0,0,1,159.0,33.0,252.0,0,0,0,0,0,0,1,33,1,252,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,442,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,217194.56,4524.8867,442.0,0.0,442,442,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2262.4434,2262.4434,40,56,45.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,24021,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,14570.584,166.52097,8007.0,5534.0215,13073,2101,21920,21920.0,0.0,21920,21920,10948,10948.0,0.0,10948,10948,0,0,0,0,16,16,83.26048,83.26048,47,128,79.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,0,0,0,0,0,0,2,94,2,256,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,51279,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,7800.4644,78.00464,17093.0,15729.105,30959,1,30959,30959.0,0.0,30959,30959,1,1.0,0.0,1,1,0,0,0,0,16,16,39.00232,39.00232,36,164,87.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,0,0,0,0,0,0,2,72,2,328,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,1010,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,177227.72,1980.198,1010.0,0.0,1010,1010,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,990.099,990.099,40,139,73.0,57.157677,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,316,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,373417.72,6329.114,316.0,0.0,316,316,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3164.557,3164.557,51,67,56.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,868,1,1,32,128,32,32,32.0,0.0,128,128,128.0,0.0,184331.8,2304.1475,868.0,0.0,868,868,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1152.0737,1152.0737,32,128,64.0,55.425625,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,238,1,1,51,179,51,51,51.0,0.0,179,179,179.0,0.0,966386.56,8403.361,238.0,0.0,238,238,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,4201.6807,4201.6807,51,179,93.666664,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,140.5,51.0,179.0,0,0,0,0,0,0,1,51,1,179,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
40670,6,86298738,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.02317531,86300000.0,0.0,86300000,86300000,86300000,86300000.0,0.0,86300000,86300000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.02317531,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62560,-1,0,20,0.0,0.0,0,0,86300000.0,0.0,86300000,86300000,Benign,Benign
3389,6,4047949,14,8,1438,1731,725,0,102.71429,191.22176,1179,0,216.375,405.46478,782.8656,5.434851,192759.47,269753.22,953556,33,4047949,311380.7,357512.56,1231925,7663,3973181,567597.3,371903.72,1074630,106855,0,0,0,0,292,172,3.4585416,1.9763095,0,1179,137.78261,278.94135,77808.266,0,0,1,1,0,0,0,1,0,144.04546,102.71429,216.375,0,0,0,0,0,0,14,1438,8,1731,8192,62562,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
443,6,93453,2,1,73,125,73,0,36.5,51.618793,125,125,125.0,0.0,2118.7122,32.1017,46726.5,1600.1826,47858,45595,93453,93453.0,0.0,93453,93453,0,0.0,0.0,0,0,1,0,0,0,40,20,21.401133,10.700566,0,125,67.75,51.38985,2640.9167,0,1,0,0,1,0,0,0,0,90.333336,36.5,125.0,0,0,0,0,0,0,2,73,1,125,256,6880,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
53,17,13541,1,1,41,169,41,41,41.0,0.0,169,169,169.0,0.0,15508.456,147.69958,13541.0,0.0,13541,13541,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,73.84979,73.84979,41,169,83.666664,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,125.5,41.0,169.0,0,0,0,0,0,0,1,41,1,169,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Benign
8080,6,9309,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,48877.43,751.96045,1551.5,3317.3284,8308,16,610,305.0,377.59503,572,38,8753,2917.6667,4672.216,8308,28,0,0,0,0,72,92,322.26877,429.6917,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,578,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3460.2075,578.0,0.0,578,578,578,578.0,0.0,578,578,0,0.0,0.0,0,0,0,0,0,0,40,0,3460.2075,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,553,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3616.6365,553.0,0.0,553,553,553,553.0,0.0,553,553,0,0.0,0.0,0,0,0,0,0,0,40,0,3616.6365,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,10899,3,4,326,129,326,0,108.666664,188.21619,112,0,32.25,53.767246,41746.95,642.26074,1816.5,4017.531,10008,17,574,287.0,329.51175,520,54,10402,3467.3333,5667.2427,10008,17,0,0,0,0,72,92,275.2546,367.00613,0,326,56.875,115.406654,13318.696,0,0,1,1,0,0,0,1,1,65.0,108.666664,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,585,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3418.8035,585.0,0.0,585,585,585,585.0,0.0,585,585,0,0.0,0.0,0,0,0,0,0,0,40,0,3418.8035,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,497,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4024.1448,497.0,0.0,497,497,497,497.0,0.0,497,497,0,0.0,0.0,0,0,0,0,0,0,40,0,4024.1448,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,505,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3960.396,505.0,0.0,505,505,505,505.0,0.0,505,505,0,0.0,0.0,0,0,0,0,0,0,40,0,3960.396,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
8080,6,546,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3663.0037,546.0,0.0,546,546,546,546.0,0.0,546,546,0,0.0,0.0,0,0,0,0,0,0,40,0,3663.0037,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Malicious,Botnet
